"","Brand","Model_No","Country","C.Power_Inp_Rated","sri2010_cool","Star2010_Cool","C.Dehumid_Rated","Configuration1","Configuration2","Type"
"12254","GREE","GWH24MD-K3DNA8H","China",1.93,1.86452998086,1.5,1.764,"Non Ducted","Single Split System","Reverse Cycle"
"12255","GREE","GWH24MD-K3DNA4H","China",1.93,1.86452998086,1.5,1.764,"Non Ducted","Single Split System","Reverse Cycle"
"12256","GREE","GWH24MD-K3DNA2H","China",1.93,1.86452998086,1.5,1.764,"Non Ducted","Single Split System","Reverse Cycle"
"12257","GREE","GWH18MC-K3DNA8H","China",1.59,1.69616793801,1.5,1.456,"Non Ducted","Single Split System","Reverse Cycle"
"12258","GREE","GWH18MC-K3DNA4H","China",1.59,1.69616793801,1.5,1.456,"Non Ducted","Single Split System","Reverse Cycle"
"12259","GREE","GWH18MC-K3DNA2H","China",1.59,1.69616793801,1.5,1.456,"Non Ducted","Single Split System","Reverse Cycle"
"12260","GREE","GWH12MB-K3DNA8H","China",0.98,2.63819735264,2.5,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"12261","GREE","GWH12MB-K3DNA4H","China",0.98,2.63819735264,2.5,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"12262","GREE","GWH12MB-K3DNA3H","China",0.98,2.63819735264,2.5,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"12263","GREE","GWH12MB-K3DNA2H","China",0.98,2.63819735264,2.5,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"12267","PANASONIC","S-60PU1R5/U-60PE1R5","China",1.48,3.21202979706,3,1.4,"Non Ducted","Single Split System","Reverse Cycle"
"12268","DAIKIN","FTXS60L / RXS60L","Thailand,Thailand",1.69,2.67199352435,2.5,0.94,"Non Ducted","Single Split System","Reverse Cycle"
"12269","MIDEA","MSCP09M4","China",0.69,2.63759249978,2.5,0.25,"Non Ducted","Single Split System","Reverse Cycle"
"12270","MIDEA","MSK-09CRN1-QD0G","China",0.71,3.13356635504,3,0.43,"Non Ducted","Single Split System","Cooling Only"
"12271","PANASONIC","S-140PU1R5/U-140PE1R5","China",4.31,1.53545626471,1.5,3.5,"Non Ducted","Single Split System","Reverse Cycle"
"12273","GREE","GWH18MC-K3DNA3H","China",1.59,1.69616793801,1.5,1.456,"Non Ducted","Single Split System","Reverse Cycle"
"12274","GREE","GWH18MC-K3DNA4H","China",1.59,1.69616793801,1.5,1.456,"Non Ducted","Single Split System","Reverse Cycle"
"12275","PANASONIC","S-100PU1R5/U-100PE1R5","China",2.38,3.24785593158,3,1.8,"Non Ducted","Single Split System","Reverse Cycle"
"12277","TECO","TWW60HFAGJBB","China",1.82,2.05924711251,2,1.33,"Non Ducted","Window Wall","Reverse Cycle"
"12278","TECO","TWW60CFAGJBB","China",1.84,2.00978094587,2,2.44,"Non Ducted","Window Wall","Cooling Only"
"12279","TECO","TWW53HFAGJBB","China",1.62,2.07886631596,2,1.28,"Non Ducted","Window Wall","Reverse Cycle"
"12280","TECO","TWW53CFAGJBB","China",1.62,2.05422636721,2,1.35,"Non Ducted","Window Wall","Cooling Only"
"12281","TECO","TWW40HFAGJBB","China",1.18,2.24584019211,2,0.97,"Non Ducted","Window Wall","Reverse Cycle"
"12282","TECO","TWW40CFAGJBB","China",1.22,2.20400138633,2,1.33,"Non Ducted","Window Wall","Cooling Only"
"12283","TECO","TWW27HFAGJBB","China",0.83,2.05680915464,2,0.62,"Non Ducted","Window Wall","Reverse Cycle"
"12284","TECO","TWW27CFAGJBB","China",0.83,2.0992650126,2,0.53,"Non Ducted","Window Wall","Cooling Only"
"12285","TECO","TWW22HFAGJBB","China",0.66,2.06908186476,2,0.27,"Non Ducted","Window Wall","Reverse Cycle"
"12288","TECO","TWW22CFAGJBB","China",0.67,2.12665223165,2,0.27,"Non Ducted","Window Wall","Cooling Only"
"12290","DERBY","DWM-A65","China",1.92,2.14530788025,2,1.68,"Non Ducted","Single Split System","Reverse Cycle"
"12291","DERBY","DWM-A35","China",0.92,3.3644100173,3,0.46,"Non Ducted","Single Split System","Reverse Cycle"
"12294","PROMA","PRO-90M","China",2.7,2.00887437696,2,3.423,"Non Ducted","Single Split System","Reverse Cycle"
"12295","PANASONIC","CS-F43DTE5/CU-L43DBE5","Malaysia",4.05,1.4887626696,1,3,"Non Ducted","Single Split System","Reverse Cycle"
"12298","ACTRON AIR","SWA24C / SWA24E","China",1.94,2.43533351284,2,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"12299","ACTRON AIR","SWA18C / SWA18E","China",1.47,2.54585140099,2.5,0.78,"Non Ducted","Single Split System","Reverse Cycle"
"12300","ACTRON AIR","SWA12C / SWA12E","China",0.91,3.12982509635,3,0.37,"Non Ducted","Single Split System","Reverse Cycle"
"12302","ACTRON AIR","SWA09C / SWA09E","China",0.66,3.0245647571,3,0.24,"Non Ducted","Single Split System","Reverse Cycle"
"12303","PANASONIC","CS-F43DTE5/CU-L43DBE5","Malaysia",4.15,1.4888,1,3,"Non Ducted","Single Split System","Reverse Cycle"
"12318","BONAIRE","BHWSI/70 BHWSO/70","China",2.1,2.2602,2,1.376,"Non Ducted","Single Split System","Reverse Cycle"
"12319","DAIKIN","FVXS45L / RXS45LA","Thailand",1.37,2.1037,2,1.32,"Non Ducted","Single Split System","Reverse Cycle"
"12320","MIDEA","MSC-18HRDN1-QC6G(B)","China",1.5,2.45937662923,2,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"12321","MIDEA","MS9A-18HRDN1-QC6G(B)","China",1.48,2.55177988958,2.5,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"12322","MDV","MSC-12HRDN1-M4","China",0.89,2.49360726468,2,0.65,"Non Ducted","Single Split System","Reverse Cycle"
"12323","MDV","MSC-28HRN1-QC6GPW","China",2.25,2.20387123522,2,0.81,"Non Ducted","Single Split System","Reverse Cycle"
"12325","YORK","YCAFZH007BAMAAFX","China",0.65,2.06474518102,2,0.08,"Non Ducted","Window Wall","Reverse Cycle"
"12326","MDV","MSC-18HRDN1-M4","China",1.52,1.82166181657,1.5,1.17,"Non Ducted","Single Split System","Reverse Cycle"
"12327","MDV","MSC-09HRDN1-M4","China",0.69,2.63759249978,2.5,0.25,"Non Ducted","Single Split System","Reverse Cycle"
"12328","PLATINUM","H-3SP-11/ H-INV-11","China",3.18,1.83273827831,1.5,1.89,"Ducted","Single Split System","Reverse Cycle"
"12330","MIDEA","MSC-12HRDN1-QD0G(D)","China",0.93,3.05594434687,3,0.59,"Non Ducted","Single Split System","Reverse Cycle"
"12334","MDV","MSC-28HRDN1-QC2GP","China",2.39,1.71590498365,1.5,1.73,"Non Ducted","Single Split System","Reverse Cycle"
"12335","MIDEA","MSCP28M4","China",2.39,1.71590498365,1.5,1.73,"Non Ducted","Single Split System","Reverse Cycle"
"12336","HITACHI","RAF/C-50NXA1","China",1.51,2.09778793298,2,1.22,"Non Ducted","Single Split System","Reverse Cycle"
"12337","LIVEZI","H-3SP-7/ H-INV-7","China",2.09,2.02465770023,2,1.13,"Ducted","Single Split System","Reverse Cycle"
"12338","YORK","YNHFZH022BAMAAFX","China",1.89,2.14530788025,2,1.62,"Non Ducted","Single Split System","Reverse Cycle"
"12339","MIDEA","MWF-12CB4","China",1.09,2.12642004645,2,0.94,"Non Ducted","Window Wall","Cooling Only"
"12340","MIDEA","MS9A-12HRDN1-QD0G(B)","China",0.92,3.08053767797,3,0.47,"Non Ducted","Single Split System","Reverse Cycle"
"12341","MIDEA","MS9A-09HRDN1-QD0G","China",0.67,3.27261416517,3,0.14,"Non Ducted","Single Split System","Reverse Cycle"
"12342","TECO","TWS72HVAMJBB/TSO72HVAMJBB","China",2.15,2.22443667729,2,2.05,"Non Ducted","Single Split System","Reverse Cycle"
"12343","TECO","TWS64HVAMJBB/TSO64HVAMJBB","China",1.87,2.29866935135,2,2.05,"Non Ducted","Single Split System","Reverse Cycle"
"12344","TECO","TWS51HFAMJBB/TSO51HFAMJBB","China",1.52,2.11833400377,2,0.93,"Non Ducted","Single Split System","Reverse Cycle"
"12345","TECO","TWS36HFAMJBB/TSO36HFAMJBB","China",0.92,3.3644100173,3,0.48,"Non Ducted","Single Split System","Reverse Cycle"
"12346","TECO","TWS27HFAMJBB/TSO27HFAMJBB","China",0.71,3.023686465,3,0.46,"Non Ducted","Single Split System","Reverse Cycle"
"12347","Westinghouse","WIWPK-18ENW1/ WCHPK-18ECR1","China",1.51,2.29800547652,2,0.74,"Non Ducted","Single Split System","Reverse Cycle"
"12348","Westinghouse","WIWPK-09ENW1/WCHPK-09ECR1","China",0.67,3.26118657143,3,0.16,"Non Ducted","Single Split System","Reverse Cycle"
"12349","MIDEA","MSV12M4","China",0.91,3.26170416622,3,0.36,"Non Ducted","Single Split System","Reverse Cycle"
"12350","MIDEA","MSKF24M4","China",1.92,2.1330921493,2,1.77,"Non Ducted","Single Split System","Reverse Cycle"
"12351","MIDEA","MSKF09M4","China",0.71,3.13356635504,3,0.43,"Non Ducted","Single Split System","Reverse Cycle"
"12352","HITACHI","RAS-70YHA3/RAC-70YHA3","Malaysia",2.05,2.05629139073,2,1.5,"Non Ducted","Single Split System","Reverse Cycle"
"12354","HITACHI","RAS/C-35YHA4","China",0.94,2.97479345141,2.5,0.56,"Non Ducted","Single Split System","Reverse Cycle"
"12355","HITACHI","RAS/C-25YHA3","China",0.67,2.97784035371,2.5,0.35,"Non Ducted","Single Split System","Reverse Cycle"
"12356","MIDEA","MSC-18HRN1-QC6G(A)","China",1.57,2.1184,2,0.98,"Non Ducted","Single Split System","Reverse Cycle"
"12357","MIDEA","MSC-09HRN1-QD0G","China",0.71,3.0236,3,0.47,"Non Ducted","Single Split System","Reverse Cycle"
"12358","MIDEA","MDU-30HRFNQ-Q","China",2.61,1.934,1.5,2.7,"Ducted","Single Split System","Reverse Cycle"
"12359","MIDEA","MSC-28HRDN1-QC6GW","China",2.23,2.2244,2,2.16,"Non Ducted","Single Split System","Reverse Cycle"
"12360","MIDEA","MSC-24HRDN1-QC6GW","China",1.92,2.2986,2,2.11,"Non Ducted","Single Split System","Reverse Cycle"
"12361","MIDEA","MSC-18HRDN1-QC6G","China",1.51,2.298,2,0.74,"Non Ducted","Single Split System","Reverse Cycle"
"12362","MIDEA","MDU-48HRFNQ-Q","China",4.2,2.094,2,2.42,"Ducted","Single Split System","Reverse Cycle"
"12363","MITSUBISHI ELECTRIC","MSZ-GE25VA","Thailand",0.56,4,4,0.1,"Non Ducted","Single Split System","Reverse Cycle"
"12364","MDV","MSC-09HWDN1-QC8G","China",0.67,3.2612,3,0.16,"Non Ducted","Single Split System","Reverse Cycle"
"12380","PROMA","PRO-15DIM","China",4.48,2.032,2,2.69,"Ducted","Single Split System","Reverse Cycle"
"12381","ACTRON AIR","SWA28C / SWA28E","China",2.34,1.9545,1.5,1.34,"Non Ducted","Single Split System","Reverse Cycle"
"12382","MITSUBISHI ELECTRIC","MSZ-EF25VES / MUZ-EF25VE","Thailand",0.55,4.6019,4.5,0.2,"Non Ducted","Single Split System","Reverse Cycle"
"12383","MITSUBISHI ELECTRIC","MSZ-EF25VEB / MUZ-EF25VE","Thailand",0.55,4.6019,4.5,0.2,"Non Ducted","Single Split System","Reverse Cycle"
"12384","MITSUBISHI ELECTRIC","MSZ-EF25VEW / MUZ-EF25VE","Thailand",0.55,4.6019,4.5,0.2,"Non Ducted","Single Split System","Reverse Cycle"
"12385","TECO","TWS81HVBMHBC/TSO81HVBMHBC","China",2.62,1.8293,1.5,2.11,"Non Ducted","Single Split System","Reverse Cycle"
"12386","GREE","GWH28TD-K3DNA1B/I / GWH28TD-K3DNA1B/O","China",2.39,2.289,2,2.2,"Non Ducted","Single Split System","Reverse Cycle"
"12387","GREE","GWH24TD-K3DNA1B/I / GWH24TD-K3DNA1B/O","China",2,2.4704,2,1.6,"Non Ducted","Single Split System","Reverse Cycle"
"12392","ACTRON AIR","SWA24C / SWA24E","China",1.97,2.4353,2,0.483,"Non Ducted","Single Split System","Reverse Cycle"
"12393","ACTRON AIR","SWA12C / SWA12E","China",0.89,3.1298,3,0.354,"Non Ducted","Single Split System","Reverse Cycle"
"12420","ACTRON AIR","PKY470T","Australia",15.4,1.49190912908,1,8.897,"Ducted","Packaged","Reverse Cycle"
"12429","MIDEA","MHG-30HWFN1-Q/ MOU-30HFN1-Q","China",2.7,2.0356,2,1.16,"Ducted","Single Split System","Reverse Cycle"
"12430","TECO","TWS41HVBMHBC/TSO41HVBMHBC","China",1.3,2.0895,2,0.89,"Non Ducted","Single Split System","Reverse Cycle"
"12431","KELVINATOR","KSV53HRE","China",1.64,1.8564,1.5,1.35,"Non Ducted","Single Split System","Reverse Cycle"
"12443","DERBY","DWM-A76","China",2.25,2.20387123522,2,0.81,"Non Ducted","Single Split System","Reverse Cycle"
"12444","DERBY","DWM-A53","China",1.57,2.11833400377,2,0.98,"Non Ducted","Single Split System","Reverse Cycle"
"12445","DERBY","DWM-A26","China",0.71,3.023686465,3,0.47,"Non Ducted","Single Split System","Reverse Cycle"
"12447","HITACHI","RAS-80YHA3/RAC-80YHA3","Malaysia",2.45,2.1962,2,1.85,"Non Ducted","Single Split System","Reverse Cycle"
"12448","LENNOX","LNINVE080/LNINVC080","China",2.46,1.6884,1.5,2.285,"Non Ducted","Single Split System","Reverse Cycle"
"12449","Brivis","HINBR26 / HONBR26","China",0.66,3.2315,3,0.14,"Non Ducted","Single Split System","Reverse Cycle"
"12451","Dream Land Solar","TKFR-35GW","China",0.92,2.9106,2.5,1.6,"Non Ducted","Single Split System","Reverse Cycle"
"12452","Dream Land Solar","TKFR-60GW","China",1.82,1.9534,1.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"12453","Dream Land Solar","TKFR-72GW","China",2.2,1.9835,1.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"12454","HISENSE","HAC12IR","China",0.86,3.30613679119,3,0.79,"Non Ducted","Single Split System","Reverse Cycle"
"12455","KELVINATOR","KSV35HRE","China",0.96,2.7692,2.5,0.87,"Non Ducted","Single Split System","Reverse Cycle"
"12456","MDV","MSC-12HWDN1-QC8G","China",0.89,2.6866,2.5,0.29,"Non Ducted","Single Split System","Reverse Cycle"
"12457","BONAIRE","BHWSI/52 BHWSO/52","China",1.48,2.088,2,0.305,"Non Ducted","Single Split System","Reverse Cycle"
"12458","BONAIRE","BHWSI/35  BHWSO/35","China",0.84,3.012,3,0.03,"Non Ducted","Single Split System","Reverse Cycle"
"12459","HISENSE","HAC9IR","China",0.605,4.29123393194,4,0.65,"Non Ducted","Single Split System","Reverse Cycle"
"12460","AKAI","TEM-26CHSAAK5","China",0.52,4.0312,4,0.036,"Non Ducted","Single Split System","Reverse Cycle"
"12461","CHANGHONG","CHF35GWT","China",1,2.3272,2,0.976,"Non Ducted","Single Split System","Reverse Cycle"
"12462","CHANGHONG","CHE35GWT","China",1,2.3272,2,0.976,"Non Ducted","Single Split System","Reverse Cycle"
"12463","CHANGHONG","CHD35GWT","China",1,2.3272,2,0.976,"Non Ducted","Single Split System","Reverse Cycle"
"12464","CHANGHONG","CHC35GWT","China",1,2.3272,2,0.976,"Non Ducted","Single Split System","Reverse Cycle"
"12465","CHANGHONG","CHB35GWT","China",1,2.3272,2,0.976,"Non Ducted","Single Split System","Reverse Cycle"
"12466","CHANGHONG","CHA35GWT","China",1,2.3272,2,0.976,"Non Ducted","Single Split System","Reverse Cycle"
"12467","CHANGHONG","CHF35GWN","China",1.01,2.2708,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"12468","CHANGHONG","CHE35GWN","China",1.01,2.2708,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"12469","CHANGHONG","CHD35GWN","China",1.01,2.2708,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"12470","CHANGHONG","CHC35GWN","China",1.01,2.2708,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"12471","CHANGHONG","CHB35GWN","China",1.01,2.2708,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"12472","CHANGHONG","CHA35GWN","China",1.01,2.2708,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"12473","CHANGHONG","CHF60GWT","China",1.94,1.4184,1,1.618,"Non Ducted","Single Split System","Reverse Cycle"
"12474","CHANGHONG","CHE60GWT","China",1.94,1.4184,1,1.618,"Non Ducted","Single Split System","Reverse Cycle"
"12475","CHANGHONG","CHD60GWT","China",1.94,1.4184,1,1.618,"Non Ducted","Single Split System","Reverse Cycle"
"12476","CHANGHONG","CHC60GWT","China",1.94,1.4184,1,1.618,"Non Ducted","Single Split System","Reverse Cycle"
"12477","CHANGHONG","CHB60GWT","China",1.94,1.4184,1,1.618,"Non Ducted","Single Split System","Reverse Cycle"
"12478","CHANGHONG","CHA60GWT","China",1.94,1.4184,1,1.618,"Non Ducted","Single Split System","Reverse Cycle"
"12480","KELVINATOR","KWH53HRE","China",1.6,2.055,2,1.234,"Non Ducted","Window Wall","Reverse Cycle"
"12482","LENNOX","LNINVE070/LNINVC070","China",2.14,1.893,1.5,2,"Non Ducted","Single Split System","Reverse Cycle"
"12483","PROMA","PRO-50T","China",1.5,2.1062,2,0.615,"Non Ducted","Single Split System","Reverse Cycle"
"12484","Brivis","HINBR80 / HONBR80","China",2.28,2.223,2,1.67,"Non Ducted","Single Split System","Reverse Cycle"
"12487","Brivis","HINBR50 / HONBR50","China",1.39,2.7124,2.5,0.83,"Non Ducted","Single Split System","Reverse Cycle"
"12489","MITSUBISHI ELECTRIC","MSZ-EF42VE (W) (B) (S) / MUZ-EF42VE","Thailand",1.28,2.0644,2,1.16,"Non Ducted","Single Split System","Reverse Cycle"
"12492","Dream Land Solar","TKFR-26GW","China",0.69,2.8369,2.5,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"12500","LENNOX","LNINVE035/LNINVC035","China",0.98,2.6382,2.5,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"12503","DAIKIN","FFQ50B / RXS50K","Thailand",1.3,1.6721,1.5,1.24,"Non Ducted","Single Split System","Reverse Cycle"
"12504","LG","D20AWN-ND12/R20AWN-UD12","""Korea, Republic of""",1.55,3.3344,3,1.6,"Non Ducted","Single Split System","Reverse Cycle"
"12505","SolAir World","SWWY-3.5GW","China",0.93,3.03864388914,3,0.48,"Non Ducted","Single Split System","Reverse Cycle"
"12506","SolAir World","SWWY-2.6GW","China",0.67,3.26118657143,3,0.16,"Non Ducted","Single Split System","Reverse Cycle"
"12507","SolAir World","SWWY-7.2GW","China",1.92,2.29866935135,2,2.11,"Non Ducted","Single Split System","Reverse Cycle"
"12508","SolAir World","SWW(R)-3.5GW","China",0.95,2.9105882553,2.5,1.611,"Non Ducted","Single Split System","Reverse Cycle"
"12509","SolAir World","SWW(R)-7.2GW","China",2.23,1.98346558582,1.5,1.009,"Non Ducted","Single Split System","Reverse Cycle"
"12510","SolAir World","SWW(R)-2.6GW","China",0.71,2.83689278865,2.5,0.26,"Non Ducted","Single Split System","Reverse Cycle"
"12511","KELVINATOR","KSV62HRE","China",1.93,1.8527,1.5,1.83,"Non Ducted","Single Split System","Reverse Cycle"
"12512","GREE","GJC07AF-K6RN***","China",0.66,2.0387,2,0.25,"Non Ducted","Window Wall","Cooling Only"
"12519","GREE","GWH09TA-K3DNA1B/I / GWH09TA-K3DNA1B/O","China",0.67,3.223,3,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"12520","MITSUBISHI ELECTRIC","MFZ-KA25VA/SUZ-KA25VA2, MFZ-KA25VA/SUZ-KA25VA3","Thailand,Japan",0.58,3.4713,3,0.426,"Non Ducted","Single Split System","Reverse Cycle"
"12522","MIDEA","MCD-24HRFN1-QRC8/MOU-24HFN1-QRC8","China",2.15,2.2128,2,0.9,"Non Ducted","Single Split System","Reverse Cycle"
"12523","MITSUBISHI ELECTRIC","MSZ-EF50VES / MUZ-EF50VE","Thailand",1.56,1.7094,1.5,1.43,"Non Ducted","Single Split System","Reverse Cycle"
"12524","MITSUBISHI ELECTRIC","MSZ-EF50VEB / MUZ-EF50VE","Thailand",1.56,1.7094,1.5,1.43,"Non Ducted","Single Split System","Reverse Cycle"
"12525","MITSUBISHI ELECTRIC","MSZ-EF50VEW / MUZ-EF50VE","Thailand",1.56,1.7094,1.5,1.43,"Non Ducted","Single Split System","Reverse Cycle"
"12526","GREE","GJC09AF-K6RN***","China",0.81,2.0748,2,0.6,"Non Ducted","Window Wall","Cooling Only"
"12527","GREE","GJC05AA-K6MN***","China",0.48,2.0882,2,0.15,"Non Ducted","Window Wall","Cooling Only"
"12528","GREE","GJC12AD-K6RN***","China",1.18,2.1003,2,0.8,"Non Ducted","Window Wall","Cooling Only"
"12530","PEREIRA","CS-70H3A-W84ASB","China",2.2,1.38,1,1.9,"Non Ducted","Single Split System","Reverse Cycle"
"12531","Domain","IWR-65D-IND/IWR-65D-OUT","China",1.95,1.6951,1.5,1.45,"Non Ducted","Single Split System","Reverse Cycle"
"12532","GREE","GJC21AC-K6RN***","China",1.81,2.0504,2,1.7,"Non Ducted","Window Wall","Cooling Only"
"12533","AGER","AWM-80VA","China",2.66,1.3676,1,2.186,"Non Ducted","Single Split System","Reverse Cycle"
"12534","Kelvinator","KSV70HRC","China",1.98,2.5661161217,2.5,2.25,"Non Ducted","Single Split System","Reverse Cycle"
"12535","Kelvinator","KSV53HRC","China",1.45,2.54351040052,2.5,1.4,"Non Ducted","Single Split System","Reverse Cycle"
"12536","ONSEN","OAF70","China",2.1,2.158,2,1.67,"Non Ducted","Single Split System","Reverse Cycle"
"12537","ONSEN","OAF34","China",0.9,3.005,3,0.72,"Non Ducted","Single Split System","Reverse Cycle"
"12539","TECO","TWS72HVBMJBB/TSO72HVBMJBB","China",2.18,2.2213,2,2.05,"Non Ducted","Single Split System","Reverse Cycle"
"12540","PROMA","PRO-35C","China",0.935,2.8425,2.5,0.783,"Non Ducted","Single Split System","Reverse Cycle"
"12541","PROMA","PRO-26C","China",0.71,3.2159,3,0.352,"Non Ducted","Single Split System","Reverse Cycle"
"12543","LENNOX","LNINVE026/LNINVC026","China",0.73,2.6446,2.5,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"12544","LENNOX","LNINVE063/LNINVC063","China",1.93,1.8645,1.5,1.874,"Non Ducted","Single Split System","Reverse Cycle"
"12545","TCL","TAC-24CHSA/BK4 ","China",2.1,2.007,2,0.1,"Non Ducted","Single Split System","Reverse Cycle"
"12546","TCL","TAC-12CHSA/BV22I4","China",0.84,3.0121,3,0.03,"Non Ducted","Single Split System","Reverse Cycle"
"12547","TCL","TAC-18CHSA/ZI4","China",1.48,2.08796276156,2,0.2,"Non Ducted","Single Split System","Reverse Cycle"
"12548","Kelvinator","KSV26CRC","China",0.65,3.63558264991,3.5,0.35,"Non Ducted","Single Split System","Cooling Only"
"12549","Kelvinator","KSV26HRC","China",0.65,3.63558264991,3.5,0.35,"Non Ducted","Single Split System","Reverse Cycle"
"12550","ONSEN","OAF26","China",0.68,2.83475921667,2.5,0.537,"Non Ducted","Single Split System","Reverse Cycle"
"12551","MDV","MCD-18HRFN1-QRC8/MOU-18HFN1-QRC8","China",1.56,2.2923,2,0.95,"Non Ducted","Single Split System","Reverse Cycle"
"12552","GREE","GWH28ME-K3DNA8H","China",2.46,1.68840409267,1.5,2.24,"Non Ducted","Single Split System","Reverse Cycle"
"12553","GREE","GWH28ME-K3DNA4H","China",2.46,1.68840409267,1.5,2.24,"Non Ducted","Single Split System","Reverse Cycle"
"12554","GREE","GWH28ME-K3DNA1H","China",2.46,1.68840409267,1.5,2.24,"Non Ducted","Single Split System","Reverse Cycle"
"12555","GREE","GWH09MB-K3DNA4H","China",0.73,2.64455696872,2.5,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"12556","GREE","GWH09MB-K3DNA8H","China",0.73,2.64455696872,2.5,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"12557","GREE","GWH09MB-K3DNA2H","China",0.73,2.64455696872,2.5,0.5,"Non Ducted","Single Split System","Reverse Cycle"
